,Date,Trend,isPartial
0,2015-07-12,0,False
1,2015-07-19,41,False
2,2015-07-26,41,False
3,2015-08-02,42,False
4,2015-08-09,62,False
5,2015-08-16,40,False
6,2015-08-23,60,False
7,2015-08-30,39,False
8,2015-09-06,39,False
9,2015-09-13,38,False
10,2015-09-20,39,False
11,2015-09-27,38,False
12,2015-10-04,89,False
13,2015-10-11,51,False
14,2015-10-18,38,False
15,2015-10-25,37,False
16,2015-11-01,38,False
17,2015-11-08,38,False
18,2015-11-15,95,False
19,2015-11-22,38,False
20,2015-11-29,74,False
21,2015-12-06,37,False
22,2015-12-13,58,False
23,2015-12-20,43,False
24,2015-12-27,0,False
25,2016-01-03,40,False
26,2016-01-10,40,False
27,2016-01-17,40,False
28,2016-01-24,52,False
29,2016-01-31,66,False
30,2016-02-07,59,False
31,2016-02-14,58,False
32,2016-02-21,78,False
33,2016-02-28,57,False
34,2016-03-06,0,False
35,2016-03-13,0,False
36,2016-03-20,40,False
37,2016-03-27,40,False
38,2016-04-03,39,False
39,2016-04-10,39,False
40,2016-04-17,39,False
41,2016-04-24,0,False
42,2016-05-01,40,False
43,2016-05-08,0,False
44,2016-05-15,39,False
45,2016-05-22,0,False
46,2016-05-29,40,False
47,2016-06-05,79,False
48,2016-06-12,40,False
49,2016-06-19,0,False
50,2016-06-26,82,False
51,2016-07-03,43,False
52,2016-07-10,0,False
53,2016-07-17,64,False
54,2016-07-24,0,False
55,2016-07-31,0,False
56,2016-08-07,73,False
57,2016-08-14,45,False
58,2016-08-21,43,False
59,2016-08-28,41,False
60,2016-09-04,0,False
61,2016-09-11,41,False
62,2016-09-18,40,False
63,2016-09-25,40,False
64,2016-10-02,0,False
65,2016-10-09,41,False
66,2016-10-16,39,False
67,2016-10-23,0,False
68,2016-10-30,40,False
69,2016-11-06,58,False
70,2016-11-13,39,False
71,2016-11-20,0,False
72,2016-11-27,0,False
73,2016-12-04,37,False
74,2016-12-11,38,False
75,2016-12-18,0,False
76,2016-12-25,84,False
77,2017-01-01,39,False
78,2017-01-08,0,False
79,2017-01-15,37,False
80,2017-01-22,37,False
81,2017-01-29,0,False
82,2017-02-05,36,False
83,2017-02-12,36,False
84,2017-02-19,73,False
85,2017-02-26,0,False
86,2017-03-05,35,False
87,2017-03-12,35,False
88,2017-03-19,0,False
89,2017-03-26,37,False
90,2017-04-02,54,False
91,2017-04-09,0,False
92,2017-04-16,73,False
93,2017-04-23,0,False
94,2017-04-30,0,False
95,2017-05-07,73,False
96,2017-05-14,58,False
97,2017-05-21,60,False
98,2017-05-28,39,False
99,2017-06-04,38,False
100,2017-06-11,0,False
101,2017-06-18,57,False
102,2017-06-25,40,False
103,2017-07-02,0,False
104,2017-07-09,39,False
105,2017-07-16,0,False
106,2017-07-23,52,False
107,2017-07-30,0,False
108,2017-08-06,63,False
109,2017-08-13,51,False
110,2017-08-20,57,False
111,2017-08-27,38,False
112,2017-09-03,38,False
113,2017-09-10,0,False
114,2017-09-17,0,False
115,2017-09-24,75,False
116,2017-10-01,0,False
117,2017-10-08,0,False
118,2017-10-15,36,False
119,2017-10-22,36,False
120,2017-10-29,36,False
121,2017-11-05,36,False
122,2017-11-12,71,False
123,2017-11-19,59,False
124,2017-11-26,71,False
125,2017-12-03,36,False
126,2017-12-10,71,False
127,2017-12-17,37,False
128,2017-12-24,0,False
129,2017-12-31,0,False
130,2018-01-07,35,False
131,2018-01-14,34,False
132,2018-01-21,34,False
133,2018-01-28,34,False
134,2018-02-04,34,False
135,2018-02-11,35,False
136,2018-02-18,0,False
137,2018-02-25,0,False
138,2018-03-04,68,False
139,2018-03-11,68,False
140,2018-03-18,34,False
141,2018-03-25,35,False
142,2018-04-01,71,False
143,2018-04-08,52,False
144,2018-04-15,35,False
145,2018-04-22,69,False
146,2018-04-29,71,False
147,2018-05-06,52,False
148,2018-05-13,70,False
149,2018-05-20,53,False
150,2018-05-27,35,False
151,2018-06-03,0,False
152,2018-06-10,34,False
153,2018-06-17,35,False
154,2018-06-24,35,False
155,2018-07-01,0,False
156,2018-07-08,86,False
157,2018-07-15,35,False
158,2018-07-22,35,False
159,2018-07-29,0,False
160,2018-08-05,34,False
161,2018-08-12,52,False
162,2018-08-19,53,False
163,2018-08-26,51,False
164,2018-09-02,34,False
165,2018-09-09,34,False
166,2018-09-16,0,False
167,2018-09-23,67,False
168,2018-09-30,33,False
169,2018-10-07,51,False
170,2018-10-14,70,False
171,2018-10-21,51,False
172,2018-10-28,34,False
173,2018-11-04,33,False
174,2018-11-11,33,False
175,2018-11-18,35,False
176,2018-11-25,33,False
177,2018-12-02,0,False
178,2018-12-09,34,False
179,2018-12-16,58,False
180,2018-12-23,0,False
181,2018-12-30,0,False
182,2019-01-06,51,False
183,2019-01-13,50,False
184,2019-01-20,33,False
185,2019-01-27,0,False
186,2019-02-03,33,False
187,2019-02-10,33,False
188,2019-02-17,49,False
189,2019-02-24,33,False
190,2019-03-03,34,False
191,2019-03-10,33,False
192,2019-03-17,34,False
193,2019-03-24,33,False
194,2019-03-31,0,False
195,2019-04-07,100,False
196,2019-04-14,0,False
197,2019-04-21,34,False
198,2019-04-28,51,False
199,2019-05-05,50,False
200,2019-05-12,51,False
201,2019-05-19,33,False
202,2019-05-26,0,False
203,2019-06-02,66,False
204,2019-06-09,0,False
205,2019-06-16,0,False
206,2019-06-23,33,False
207,2019-06-30,56,False
208,2019-07-07,33,False
209,2019-07-14,34,False
210,2019-07-21,34,False
211,2019-07-28,69,False
212,2019-08-04,34,False
213,2019-08-11,51,False
214,2019-08-18,49,False
215,2019-08-25,33,False
216,2019-09-01,65,False
217,2019-09-08,79,False
218,2019-09-15,43,False
219,2019-09-22,32,False
220,2019-09-29,31,False
221,2019-10-06,62,False
222,2019-10-13,32,False
223,2019-10-20,62,False
224,2019-10-27,31,False
225,2019-11-03,63,False
226,2019-11-10,61,False
227,2019-11-17,31,False
228,2019-11-24,31,False
229,2019-12-01,31,False
230,2019-12-08,0,False
231,2019-12-15,0,False
232,2019-12-22,0,False
233,2019-12-29,0,False
234,2020-01-05,31,False
235,2020-01-12,29,False
236,2020-01-19,0,False
237,2020-01-26,30,False
238,2020-02-02,60,False
239,2020-02-09,29,False
240,2020-02-16,59,False
241,2020-02-23,29,False
242,2020-03-01,29,False
243,2020-03-08,28,False
244,2020-03-15,0,False
245,2020-03-22,27,False
246,2020-03-29,27,False
247,2020-04-05,27,False
248,2020-04-12,27,False
249,2020-04-19,72,False
250,2020-04-26,40,False
251,2020-05-03,53,False
252,2020-05-10,54,False
253,2020-05-17,41,False
254,2020-05-24,69,False
255,2020-05-31,27,False
256,2020-06-07,41,False
257,2020-06-14,55,False
258,2020-06-21,57,False
259,2020-06-28,28,False
260,2020-07-05,0,True
