,Date,Trend,isPartial,Category,Sub-category,Keyword,Search Vol (min),Search Vol (max),Number of templates,Search Vol (avge),Search Vol
0,2015-07-12,34,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,784.6153846153845
1,2015-07-19,51,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1176.923076923077
2,2015-07-26,42,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,969.2307692307692
3,2015-08-02,67,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1546.1538461538462
4,2015-08-09,59,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1361.5384615384617
5,2015-08-16,50,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1153.8461538461538
6,2015-08-23,16,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,369.2307692307692
7,2015-08-30,32,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,738.4615384615385
8,2015-09-06,32,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,738.4615384615385
9,2015-09-13,63,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1453.8461538461538
10,2015-09-20,48,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1107.6923076923076
11,2015-09-27,39,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,900.0
12,2015-10-04,54,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1246.1538461538462
13,2015-10-11,39,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,900.0
14,2015-10-18,62,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1430.7692307692307
15,2015-10-25,31,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,715.3846153846154
16,2015-11-01,78,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1800.0
17,2015-11-08,46,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1061.5384615384617
18,2015-11-15,39,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,900.0
19,2015-11-22,39,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,900.0
20,2015-11-29,77,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1776.923076923077
21,2015-12-06,54,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1246.1538461538462
22,2015-12-13,40,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,923.0769230769231
23,2015-12-20,35,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,807.6923076923076
24,2015-12-27,18,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,415.3846153846154
25,2016-01-03,50,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1153.8461538461538
26,2016-01-10,97,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,2238.4615384615386
27,2016-01-17,41,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,946.1538461538461
28,2016-01-24,32,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,738.4615384615385
29,2016-01-31,24,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,553.8461538461538
30,2016-02-07,41,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,946.1538461538461
31,2016-02-14,64,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1476.923076923077
32,2016-02-21,32,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,738.4615384615385
33,2016-02-28,78,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1800.0
34,2016-03-06,32,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,738.4615384615385
35,2016-03-13,48,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1107.6923076923076
36,2016-03-20,50,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1153.8461538461538
37,2016-03-27,49,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1130.7692307692307
38,2016-04-03,32,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,738.4615384615385
39,2016-04-10,48,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1107.6923076923076
40,2016-04-17,57,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1315.3846153846152
41,2016-04-24,48,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1107.6923076923076
42,2016-05-01,66,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1523.076923076923
43,2016-05-08,32,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,738.4615384615385
44,2016-05-15,16,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,369.2307692307692
45,2016-05-22,25,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,576.9230769230769
46,2016-05-29,50,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1153.8461538461538
47,2016-06-05,33,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,761.5384615384615
48,2016-06-12,24,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,553.8461538461538
49,2016-06-19,58,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1338.4615384615383
50,2016-06-26,49,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1130.7692307692307
51,2016-07-03,53,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1223.0769230769229
52,2016-07-10,60,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1384.6153846153848
53,2016-07-17,61,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1407.6923076923076
54,2016-07-24,51,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1176.923076923077
55,2016-07-31,53,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1223.0769230769229
56,2016-08-07,45,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1038.4615384615383
57,2016-08-14,55,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1269.2307692307693
58,2016-08-21,62,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1430.7692307692307
59,2016-08-28,51,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1176.923076923077
60,2016-09-04,60,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1384.6153846153848
61,2016-09-11,51,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,1176.923076923077
62,2016-09-18,25,False,Personal,Scrapbook,Scrapbook template,230.76923076923077,2307.6923076923076,29,1269,576.9230769230769
